Date,Open,High,Low,Close,Adj Close,Volume
2015-09-28,383.9283142089844,384.4311828613281,378.853759765625,381.3910217285156,362.9810485839844,5812319
2015-09-29,379.4480895996094,388.7056884765625,377.6651306152344,384.36260986328125,365.8092346191406,7926735
2015-09-30,389.048583984375,395.3574523925781,383.333984375,394.21453857421875,375.18560791015625,8646010
2015-10-01,399.54052734375,399.54052734375,392.5230407714844,395.3117370605469,376.2298278808594,4331696
2015-10-05,394.4431457519531,406.8780517578125,394.0088195800781,405.9637145996094,386.36761474609375,8007706
2015-10-06,409.4610595703125,411.6783142089844,404.9350891113281,410.5582580566406,390.7403564453125,6165147
2015-10-07,409.0267333984375,419.7015686035156,407.3352355957031,417.75860595703125,397.5931396484375,5757595
2015-10-08,418.2615051269531,418.2615051269531,405.1636962890625,406.46661376953125,386.8462219238281,5376574
2015-10-09,408.7295837402344,413.9412841796875,402.9921569824219,405.66656494140625,386.08477783203125,4663936
2015-10-12,405.9637145996094,412.1811828613281,405.9637145996094,407.6781005859375,387.9992370605469,3106197
2015-10-13,404.6150817871094,409.7582092285156,403.6321716308594,408.52386474609375,388.8041687011719,3081280
2015-10-14,409.5296325683594,413.7355651855469,408.6838684082031,412.7983703613281,392.872314453125,4001293
2015-10-15,414.96990966796875,416.4785461425781,411.4954528808594,413.1412353515625,393.1986389160156,4524239
2015-10-16,413.5069580078125,418.2157897949219,413.1412353515625,418.2157897949219,398.02825927734375,7623467
2015-10-19,430.19354248046875,441.39410400390625,430.19354248046875,440.47979736328125,419.21759033203125,16752927
2015-10-20,441.16552734375,441.9427185058594,435.6795349121094,437.3710632324219,416.2589416503906,9045947
2015-10-21,436.82244873046875,445.645751953125,435.6795349121094,436.5938720703125,415.51922607421875,7202225
2015-10-23,440.6855163574219,444.8457336425781,430.2621154785156,436.8910217285156,415.80206298828125,6076711
2015-10-26,439.7483215332031,440.2511901855469,430.3306884765625,431.039306640625,410.2327880859375,5469387
2015-10-27,429.1877746582031,433.50799560546875,428.5477294921875,429.5306396484375,408.79693603515625,5800899
2015-10-28,428.31915283203125,431.97650146484375,425.1189880371094,428.3420104980469,407.66571044921875,5979363
2015-10-29,427.90771484375,432.022216796875,427.42767333984375,430.19354248046875,409.42779541015625,6640191
2015-10-30,430.6964111328125,437.00531005859375,429.7821044921875,433.2565612792969,412.3429870605469,6683179
2015-11-02,433.8508605957031,439.5654602050781,432.1136474609375,438.78826904296875,417.6076965332031,3611022
2015-11-03,440.3655090332031,443.6571044921875,439.451171875,442.1712951660156,420.82745361328125,5686761
2015-11-04,442.53704833984375,445.7372131347656,432.57080078125,434.90234375,413.90936279296875,5016593
2015-11-05,433.8508605957031,434.76519775390625,426.5362243652344,428.1820068359375,407.513427734375,5383727
2015-11-06,429.48492431640625,436.4795837402344,428.7763366699219,435.4052429199219,414.387939453125,4183595
2015-11-09,426.7648010253906,441.16552734375,422.1702575683594,439.451171875,418.2386474609375,8515849
2015-11-10,437.5082092285156,438.651123046875,418.9015197753906,421.8502502441406,401.48724365234375,5743119
2015-11-13,418.330078125,429.073486328125,418.0786437988281,426.55908203125,405.9688415527344,6841161
2015-11-16,423.3360595703125,430.65069580078125,422.76458740234375,427.1305236816406,406.5126647949219,7673274
2015-11-17,428.84490966796875,429.2334899902344,423.427490234375,424.1360778808594,403.66278076171875,4294071
2015-11-18,424.0675048828125,425.759033203125,415.99853515625,416.93572998046875,396.80999755859375,5624611
2015-11-19,420.0901794433594,429.1420593261719,419.3358459472656,427.33624267578125,406.70849609375,6091603
2015-11-20,426.9933776855469,435.5881042480469,423.13031005859375,432.8679504394531,411.9731750488281,5652132
2015-11-23,434.30804443359375,437.9196472167969,432.57080078125,436.02239990234375,414.9753112792969,5249758
2015-11-24,435.6795349121094,444.1828308105469,434.7880554199219,442.3998718261719,421.04498291015625,7403088
2015-11-26,443.9085388183594,453.4861755371094,442.6513366699219,451.9775085449219,430.1602478027344,11902914
2015-11-27,452.13751220703125,453.73760986328125,445.32574462890625,447.5887145996094,425.98333740234375,5445932
2015-11-30,447.3372802734375,450.0345764160156,439.9311828613281,442.1255798339844,420.783935546875,14959602
2015-12-01,440.7083740234375,447.47442626953125,439.451171875,441.5769958496094,420.2618408203125,6490689
2015-12-02,441.73699951171875,447.8858947753906,440.93695068359375,447.0858459472656,425.5047607421875,3786814
2015-12-03,445.69146728515625,452.1146545410156,445.32574462890625,446.7429504394531,425.17840576171875,5680697
2015-12-04,444.5028381347656,446.2857971191406,439.5197448730469,441.3712463378906,420.0660095214844,6721844
2015-12-07,441.3712463378906,444.8228759765625,434.1937561035156,435.2452392578125,414.2357177734375,7241954
2015-12-08,433.8051452636719,435.9538269042969,427.95343017578125,430.1478271484375,409.38433837890625,3766082
2015-12-09,427.9991455078125,431.3135986328125,417.3243103027344,418.7186584472656,398.5068359375,4587209
2015-12-10,421.7359619140625,436.0452575683594,420.5930480957031,434.4680480957031,413.49603271484375,9296101
2015-12-11,435.10809326171875,438.42254638671875,431.0621643066406,435.65667724609375,414.6272888183594,9077756
2015-12-14,433.2108459472656,440.47979736328125,432.4793701171875,436.63958740234375,415.5627746582031,5281950
2015-12-15,437.5082092285156,447.0858459472656,435.9766845703125,446.1486511230469,424.61279296875,7859416
2015-12-16,446.1486511230469,451.4746398925781,445.05145263671875,447.4058532714844,425.809326171875,6048669
2015-12-17,448.0458984375,464.02386474609375,447.10870361328125,461.6008605957031,439.3191223144531,9684516
2015-12-18,458.9035949707031,461.2808532714844,452.5946960449219,453.46331787109375,431.5743713378906,8008069
2015-12-21,451.6346435546875,456.7091979980469,450.01171875,453.55474853515625,431.661376953125,6165884
2015-12-22,453.874755859375,458.35498046875,449.8516845703125,451.3603515625,429.5729064941406,5789638
2015-12-23,453.4176025390625,460.32080078125,452.5946960449219,458.9035949707031,436.75201416015625,6459733
2015-12-24,458.9493103027344,460.45794677734375,455.474853515625,457.41778564453125,435.33795166015625,5950938
2015-12-28,457.4406433105469,463.452392578125,457.1663513183594,461.9208984375,439.6236877441406,6442967
2015-12-29,461.9208984375,465.7153625488281,460.4350891113281,464.20672607421875,441.7991943359375,7456935
2015-12-30,464.02386474609375,464.48101806640625,458.0806884765625,459.2236022949219,437.056640625,4075805
2015-12-31,458.7207336425781,466.17254638671875,456.7549133300781,463.8409729003906,441.4510803222656,9241856
2016-01-01,461.6465759277344,465.8067932128906,460.9151306152344,464.1838684082031,441.7774353027344,2708281
2016-01-04,459.4521789550781,463.4752502441406,451.0860595703125,455.0176696777344,433.0537109375,15085473
2016-01-05,457.3034973144531,461.7380065917969,455.79486083984375,459.520751953125,437.33941650390625,7473119
2016-01-06,460.64080810546875,474.7215576171875,457.3492126464844,471.8871154785156,449.10882568359375,13379932
2016-01-07,466.7897033691406,469.9670104980469,460.8465576171875,463.22381591796875,440.8637390136719,9869971
2016-01-08,466.3096923828125,472.2071228027344,464.801025390625,468.9383850097656,446.3024597167969,10656599
